"a fascinating , bombshell documentary that should shame americans , regardless of whether or not ultimate blame finally lies with kissinger .",positive
"wince - inducing dialogue , thrift - shop costumes , prosthetic makeup by silly putty and kmart blue - light - special effects all conspire to test trekkie loyalty .",negative
"it ' s a head - turner - - thoughtfully written , beautifully read and , finally , deeply humanizing .",positive
cal is an unpleasantly shallow and immature character with whom to spend 110 claustrophobic minutes .,negative
". . . very funny , very enjoyable . . .",positive
"a light , engaging comedy that fumbles away almost all of its accumulated enjoyment with a crucial third act miscalculation .",negative
"coppola ' s directorial debut is an incredibly layered and stylistic film that , despite a fairly slow paced , almost humdrum approach to character development , still manages at least a decent attempt at meaningful cinema .",positive
. . . most viewers will wish there had been more of the ` ` queen ' ' and less of the ` ` damned . ' ',negative
"` ` sweet home alabama ' ' is what it is - - a nice , harmless date film . . .",positive
the movie is a lumbering load of hokum but . . . it ' s at least watchable .,negative
"a well - done film of a self - reflexive , philosophical nature .",positive
"the whole affair , true story or not , feels incredibly hokey . . . - lrb - it - rrb - comes off like a hallmark commercial .",negative
` ` auto focus ' ' works as an unusual biopic and document of male swingers in the playboy era,positive
"for those of us who respond more strongly to storytelling than computer - generated effects , the new star wars installment has n ' t escaped the rut dug by the last one .",negative
a bold - lrb - and lovely - rrb - experiment that will almost certainly bore most audiences into their own brightly colored dreams .,positive
"with more character development this might have been an eerie thriller ; with better payoffs , it could have been a thinking man ' s monster movie .",negative
the pleasures that it does afford may be enough to keep many moviegoers occupied amidst some of the more serious - minded concerns of other year - end movies .,positive
"suspend your disbelief here and now , or you ' ll be shaking your head all the way to the credits .",negative
this story still seems timely and important .,positive
a great script brought down by lousy direction .,negative
"nicole holofcenter , the insightful writer \ / director responsible for this illuminating comedy does n ' t wrap the proceedings up neatly but the ideas tie together beautifully .",positive
"too much of storytelling moves away from solondz ' s social critique , casting its audience as that of intellectual lector in contemplation of the auteur ' s professional injuries .",negative
a film about female friendship that men can embrace and women will talk about for hours .,positive
"sluggish , tonally uneven .",negative
piccoli gives a superb performance full of deep feeling .,positive
i ' m not sure these words have ever been together in the same sentence : this erotic cannibal movie is boring .,negative
morton deserves an oscar nomination .,positive
"tartakovsky ' s team has some freakish powers of visual charm , but the five writers slip into the modern rut of narrative banality .",negative
the animated sequences are well done and perfectly constructed to convey a sense of childhood imagination and creating adventure out of angst .,positive
. . . the kind of movie you see because the theater has air conditioning .,negative
"it haunts , horrifies , startles and fascinates ; it is impossible to look away .",positive
vulgar is too optimistic a title .,negative
criminal conspiracies and true romances move so easily across racial and cultural lines in the film that it makes my big fat greek wedding look like an apartheid drama .,positive
"those who are not acquainted with the author ' s work , on the other hand , may fall fast asleep .",negative
compassionately explores the seemingly irreconcilable situation between conservative christian parents and their estranged gay and lesbian children .,positive
"there ' s no point of view , no contemporary interpretation of joan ' s prefeminist plight , so we ' re left thinking the only reason to make the movie is because present standards allow for plenty of nudity .",negative
for the most part stevens glides through on some solid performances and witty dialogue .,positive
"i ' ve seen some bad singer - turned actors , but lil bow wow takes the cake .",negative
"until it goes off the rails in its final 10 or 15 minutes , wendigo , larry fessenden ' s spooky new thriller , is a refreshingly smart and newfangled variation on several themes derived from far less sophisticated and knowing horror films .",positive
"it gives poor dana carvey nothing to do that is really funny , and then expects us to laugh because he acts so goofy all the time .",negative
one funny popcorn flick .,positive
the only young people who possibly will enjoy it are infants . . . who might be distracted by the movie ' s quick movements and sounds .,negative
"thanks to haynes ' absolute control of the film ' s mood , and buoyed by three terrific performances , far from heaven actually pulls off this stylistic juggling act .",positive
the fetid underbelly of fame has never looked uglier .,negative
this may be burns ' s strongest film since the brothers mcmullen .,positive
the film never finds its tone and several scenes run too long .,negative
"there is a beautiful , aching sadness to it all .",positive
can be classified as one of those ` alternate reality ' movies . . . except that it would have worked so much better dealing in only one reality .,negative
this masterfully calibrated psychological thriller thrives on its taut performances and creepy atmosphere even if the screenplay falls somewhat short .,positive
these characters become wearisome .,negative
changing lanes tries for more .,positive
painfully padded .,negative
"starts slowly , but adrien brody - - in the title role - - helps make the film ' s conclusion powerful and satisfying .",positive
"a lot of talent is wasted in this crass , low - wattage endeavor .",negative
"all in all , an interesting look at the life of the campaign - trail press , especially ones that do n ' t really care for the candidate they ' re forced to follow .",positive
"violent , vulgar and forgettably entertaining .",negative
a lively and engaging examination of how similar obsessions can dominate a family .,positive
"the holes in this film remain agape - - holes punched through by an inconsistent , meandering , and sometimes dry plot .",negative
"it is different from others in its genre in that it is does not rely on dumb gags , anatomical humor , or character cliches ; it primarily relies on character to tell its story .",positive
"a 94 - minute travesty of unparalleled proportions , writer - director parker seems to go out of his way to turn the legendary wit ' s classic mistaken identity farce into brutally labored and unfunny hokum .",negative
extraordinary debut from josh koury .,positive
"but . . . in trying to capture the novel ' s deeper intimate resonances , the film has - - ironically - distanced us from the characters .",negative
` stock up on silver bullets for director neil marshall ' s intense freight train of a film . ',positive
shankman . . . and screenwriter karen janszen bungle their way through the narrative as if it were a series of bible parables and not an actual story .,negative
