despite modest aspirations its occasional charms are not to be dismissed .,positive
"it ' s a long way from orwell ' s dark , intelligent warning cry - lrb - 1984 - rrb - to the empty stud knockabout of equilibrium , and what once was conviction is now affectation .",negative
"immersing us in the endlessly inventive , fiercely competitive world of hip - hop djs , the project is sensational and revelatory , even if scratching makes you itch .",positive
"being unique does n ' t necessarily equate to being good , no matter how admirably the filmmakers have gone for broke .",negative
"shanghai ghetto , much stranger than any fiction , brings this unknown slice of history affectingly to life .",positive
you ' ll just have your head in your hands wondering why lee ' s character did n ' t just go to a bank manager and save everyone the misery .,negative
"this filmed tosca - - not the first , by the way - - is a pretty good job , if it ' s filmed tosca that you want .",positive
"with a completely predictable plot , you ' ll swear that you ' ve seen it all before , even if you ' ve never come within a mile of the longest yard .",negative
"the trick when watching godard is to catch the pitch of his poetics , savor the pleasure of his sounds and images , and ponder the historical , philosophical , and ethical issues that intersect with them .",positive
yet another entry in the sentimental oh - those - wacky - brits genre that was ushered in by the full monty and is still straining to produce another smash hit .,negative
griffiths proves she ' s that rare luminary who continually raises the standard of her profession .,positive
"cheap , vulgar dialogue and a plot that crawls along at a snail ' s pace .",negative
"as a first - time director , paxton has tapped something in himself as an actor that provides frailty with its dark soul .",positive
without any redeeming value whatsoever .,negative
"expect no major discoveries , nor any stylish sizzle , but the film sits with square conviction and touching good sense on the experience of its women .",positive
"killing time , that ' s all that ' s going on here .",negative
a reasonably entertaining sequel to 1994 ' s surprise family hit that may strain adult credibility .,positive
"its premise is smart , but the execution is pretty weary .",negative
- lrb - grant - rrb - goes beyond his usual fluttering and stammering and captures the soul of a man in pain who gradually comes to recognize it and deal with it .,positive
exploitative and largely devoid of the depth or sophistication that would make watching such a graphic treatment of the crimes bearable .,negative
"a bilingual charmer , just like the woman who inspired it",positive
a tv style murder mystery with a few big screen moments - lrb - including one that seems to be made for a different film altogether - rrb - .,negative
"stands as a document of what it felt like to be a new yorker - - or , really , to be a human being - - in the weeks after 9 \ / 11 .",positive
the thing just never gets off the ground .,negative
"rarely , a movie is more than a movie .",positive
"this is a movie filled with unlikable , spiteful idiots ; whether or not their friendship is salvaged makes no difference in the least .",negative
"remarkable for its excellent storytelling , its economical , compressed characterisations and for its profound humanity , it ' s an adventure story and history lesson all in one .",positive
"although i did n ' t hate this one , it ' s not very good either .",negative
"one of the funniest motion pictures of the year , but . . . also one of the most curiously depressing .",positive
why did they deem it necessary to document all this emotional misery ?,negative
"payne has created a beautiful canvas , and nicholson proves once again that he ' s the best brush in the business .",positive
- lrb - a - rrb - stale retread of the ' 53 original .,negative
"constantly touching , surprisingly funny , semi - surrealist exploration of the creative act .",positive
sade achieves the near - impossible : it turns the marquis de sade into a dullard .,negative
"a well - done film of a self - reflexive , philosophical nature .",positive
"not only does leblanc make one spectacularly ugly - looking broad , but he appears miserable throughout as he swaggers through his scenes .",negative
"the real triumphs in igby come from philippe , who makes oliver far more interesting than the character ' s lines would suggest , and sarandon , who could n ' t be better as a cruel but weirdly likable wasp matron .",positive
leaves us wondering less about its ideas and more about its characterization of hitler and the contrived nature of its provocative conclusion .,negative
daughter from danang sticks with its subjects a little longer and tells a deeper story,positive
"a dim - witted and lazy spin - off of the animal planet documentary series , crocodile hunter is entertainment opportunism at its most glaring .",negative
nicholas nickleby celebrates the human spirit with such unrelenting dickensian decency that it turned me - lrb - horrors ! - rrb -,positive
"talkiness is n ' t necessarily bad , but the dialogue frequently misses the mark .",negative
"not only is undercover brother as funny , if not more so , than both austin powers films , but it ' s also one of the smarter , savvier spoofs to come along in some time .",positive
"in the end , the movie bogs down in insignificance , saying nothing about kennedy ' s assassination and revealing nothing about the pathology it pretends to investigate .",negative
"the film ' s appeal has a lot to do with the casting of juliette binoche as sand , who brings to the role her pale , dark beauty and characteristic warmth .",positive
"high crimes carries almost no organic intrigue as a government \ / marine \ / legal mystery , and that ' s because the movie serves up all of that stuff , nearly subliminally , as the old - hat province of male intrigue .",negative
"the most audacious , outrageous , sexually explicit , psychologically probing , pure libido film of the year has arrived from portugal .",positive
is it possible for a documentary to be utterly entranced by its subject and still show virtually no understanding of it ?,negative
"nair ' s attention to detail creates an impeccable sense of place , while thurman and lewis give what can easily be considered career - best performances .",positive
you ' ll feel like you ate a reeses without the peanut butter . . . ',negative
"it ' s the type of film about growing up that we do n ' t see often enough these days : realistic , urgent , and not sugarcoated in the least .",positive
"the longer the movie goes , the worse it gets , but it ' s actually pretty good in the first few minutes .",negative
dogtown & z - boys evokes the blithe rebel fantasy with the kind of insouciance embedded in the sexy demise of james dean .,positive
a movie that ' s about as overbearing and over - the - top as the family it depicts .,negative
a compelling allegory about the last days of germany ' s democratic weimar republic .,positive
"as it stands , crocodile hunter has the hurried , badly cobbled look of the 1959 godzilla , which combined scenes of a japanese monster flick with canned shots of raymond burr commenting on the monster ' s path of destruction .",negative
"s1m0ne ' s satire is not subtle , but it is effective .",positive
a sleep - inducing thriller with a single twist that everyone except the characters in it can see coming a mile away .,negative
"it ' s full of cheesy dialogue , but great trashy fun that finally returns de palma to his pulpy thrillers of the early ' 80s .",positive
"barely manages for but a few seconds over its seemingly eternal running time to pique your interest , your imagination , your empathy or anything , really , save your disgust and your indifference .",negative
"a whole lot of fun and funny in the middle , though somewhat less hard - hitting at the start and finish .",positive
"a preposterous , prurient whodunit .",negative
"assayas ' ambitious , sometimes beautiful adaptation of jacques chardonne ' s novel .",positive
i can analyze this movie in three words : thumbs friggin ' down .,negative
