"Cal eager to prove itself -- again Berkeley is a philosophy class with John Searle, an economics seminar with George Akerlof or a protest march led by students with Noam Chomsky readers tucked in their hemp backpack.",Sports
CARE halts work in Iraq after abduction CARE today suspended its humanitarian relief efforts in Iraq one day after gunman kidnapped the British-born woman who for decades has led the group #39;s drive to improve living conditions here.,World
"Australian business confidence falls in October but still good: survey (AFP) AFP - Australian business confidence about the near future fell slightly in October after a surge in September but views on current conditions registered a strong jump, a key survey showed.",Business
Anti-spyware company in court on bullying charges The US Federal Trade Commission on Thursday asked a federal court to shut down an operation that it said disables users #39; computers in an attempt to bully them into buying anti-spyware products.,Tech
HOLMES CONSIDERS TAKING ON DOUBLE Olympic hero Kelly Holmes is contemplating tackling another historic double in the two-day IAAF World Athletics final which begins in Monaco today.,Sports
"Car bomb explodes near Fallujah; reports of US casualties A car bomb exploded on the outskirts of Fallujah on Monday and there were reports of US casualties, a US military official said on condition of anonymity.",World
Greece to be warned on euro data The European Commission is to warn Greece about publishing false information about its public finances.,Business
Question about file-name color has a black-and-white answer Q: Any idea why when I open folders in Excel or Word some of the file names are in blue and others are in black? Is it a function of when they were created or in what version of Office they were saved?,Tech
"Wednesday at the Ryder Cup Bloomfield Hills, MI (Sports Network) - As I write this column about my first day at the 35th Ryder Cup Matches, there is something very interesting on my television at the moment.",Sports
"Top Cleric Looks to Broker Deal in Najaf NAJAF, Iraq - Iraq's most powerful Shiite cleric returned to the country from Britain on Wednesday and his aides called for a nationwide march to Najaf to end nearly three weeks of fierce fighting between U.S. forces and Shiite militants in this holy city...",World
"US Airways, pilots at impasse ARLINGTON, Va. -- Talks between US Airways Group and the union representing pilots have broken down, the Air Line Pilots Association said Monday.",Business
Yahoo Gives Web Site a Facelift (AP) AP - Internet powerhouse Yahoo Inc. has given its popular Web site a facelift to highlight some of the features that the company has been improving during the past year.,Tech
United Need to Be in Ruud Health Ruud van Nistelrooys four-goal haul against Sparta Prague has only underlined his huge importance to Manchester United - and when his fortunes rise and dip so too do his teams.,Sports
