"Why are sometimes your hands cold , but the rest of you isn 't ?",abbreviation
What is the fastest computer ?,entity
What does `` B.Y.O.B. '' mean ?,description
Who plays shortstop for Charlie Brown 's baseball team ?,human
What city is near the mouth of the Amazon ?,location
How many people are taller than 7 feet ?,number
How do you use `` farther '' as opposed to `` further '' ?,abbreviation
What is the only substance that gives food its `` taste '' when eaten ?,entity
What does RCA stand for ?,description
What is her profession ?,human
Where does the song Anything Goes take place ?,location
When did the last Americans leave Vietnam ?,number
How can your school march in the Macy 's Thanksgiving Parade ?,abbreviation
"What then-derogatory term was applied to the painters Monet , Sisley , Pissarro , Renoir and Degas ?",entity
"When reading classified ads , what does EENTY : other stand for ?",description
Whose first presidential order was : `` Let 's get this goddamn thing airborne '' ?,human
What country and western singer is known as The Silver Fox ?,location
How many three-letter permutations can be made from the four letters : c ?,number
What does verdandi mean ?,abbreviation
Which side of the face do most artists tend to show more of in self-portraits ?,entity
What does EKG stand for ?,description
What group starred in the movie Rock Around the Clock ?,human
What city contains the district of Hell 's Kitchen ?,location
In what year was the movie the Ten Commandments released ?,number
"What are the words to the cd Eminem 's , or slim shady , `` My Name Is '' ?",abbreviation
What does a farrier put shoes on ?,entity
What does A&W of root beer fame stand for ?,description
"What Argentine revolutionary fought with Castro and died in Bolivia in May , 1979 ?",human
What 's the tallest building in New York City ?,location
How many people live in the Falklands ?,number
What is hyperopia ?,abbreviation
What animal dined on bread and oysters with a carpenter ?,entity
What is the abbreviation for micro ?,description
Name the child left on a doorstep at the beginning of Gasoline Alley .,human
Where can I find an Ask An Expert site ?,location
What month were you born in if your birthstone is sardonyx ?,number
How did Asia get its name ?,abbreviation
What book was F. Scott Fitzgerald working on when he died in Hollywood in 194 ?,entity
"What does R.E.M. stand for , as in the rock group R.E.M. ?",description
Who was the first jockey to ride two Triple Crown winners ?,human
What is the deepest area of the Arctic Ocean ?,location
What year did the first issue of `` Playboy '' come out ?,number
Define the Pheonix Club ?,abbreviation
What cancer is commonly associated with AIDS ?,entity
What does NAFTA stand for ?,description
Who was the lawyer who represented Randy Steven Craft ?,human
What 's the name of the temple that is located near the capital city of Laos ?,location
What is President Nixon 's birthdate ?,number
What is the origin of the expression `` tout de suite '' ?,abbreviation
What is the only gland in humans that can regenerate itself ?,entity
What is BPH ?,description
Who was the first Russian astronaut to walk in space ?,human
"What U.S. state boasts Stone Mountain , the world 's largest mass of exposed granite ?",location
When was the USSR dissolved ?,number
How do you write a correct critical analysis of a poem ?,abbreviation
"What 12-hour cold medicine uses the formula `` 6 , 6 , 12 '' in its ads ?",entity
What does the channel ESPN stand for ?,description
Name the food company that traveled to Soviet Georgia to film a series of ads .,human
What city was Bobby Kennedy assassinated in ?,location
How many bones are there in the human hand ?,number
What are Bellworts ?,abbreviation
What is the only animal that can turn its stomach inside out ?,entity
What does SHIELD stand for ?,description
What piano company claims its product is the `` Instrument of the immortals '' ?,human
What is the longest place name in the U.S. ?,location
How many grooves are on a dime ?,number
How do you make panoramic sugar eggs for Easter - the ones with the scene inside ?,abbreviation
What dog was dubbed The Mortgage Lifter ?,entity
What is AFS ?,description
"What feathered cartoon characters do Yugoslavians know as Vlaja , Gaja , and Raja ?",human
What Tokyo street glitters with famed department stores and nightclubs ?,location
How many characters makes up a word for typing test purposes ?,number
